,usr,dte,rte,cmt,itm,opt
629,sad*******,2018.03.21,100%,선물 잘했어요 굿굿,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
630,cho*******,2018.03.16,40%,내용물이  상태가 별로예요...,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
631,pur*******,2018.03.14,100%,월)오전11시까지 결제시 명절 전 배송][2박스구성/손잡이상자] 닥터넛츠 오리지널뉴 (28gx30팩)+(28gx30팩) [아몬드,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
632,chi*******,2018.03.08,100%,배송 빠르고 좋아용ㅋㅋ,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
633,mon*******,2018.03.05,100%,"늘 구매하는 견과류에요. 알차게 구성되어 있구 고소해서 맛있어요. 
다른 견과류 처럼 묵어서 나는 기름쩐내 없고 당높은 건과일로 채우지 않아 마음에 들어요.","오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
634,spr*******,2018.03.03,100%,좋아요. 만족합니다.^^,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
635,bbo*******,2018.03.03,100%,맛이묘어요 신선하고?네요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
636,jey*******,2018.03.02,100%,빠른배송 감사합니다,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
637,dwg*******,2018.01.11,100%,최고에요! 감사합니다.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
638,bbo*******,2018.01.01,100%,좋아요 배송해주셔서 감사햐요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
639,toy*******,2017.12.31,100%,하루에한번 먹게되는 간식 굿!!!,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
640,dub*******,2017.12.25,100%,잘받았습니다 감사합니다,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
641,jmh*******,2017.12.09,100%,"견과류 브랜드마다 조금씩 달라서 처음 닥터넛츠 구매해봤어요

배송도 빠르고 고급스러운 포장으로 깔끔하네요 

선물하기 좋을거 같아요 ^^ 

매일 하루씩 먹을려구요! 다음에 재구매의사 있습니다! 

견과류 양도 적당하고 맛있네용!","오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
642,cgy*******,2017.11.28,100%,"눅눅하지도않고 포장도 지퍼백 센스있고 항상시킵니다.
맛좋아요~","오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
643,jey*******,2017.11.17,100%,빠른 배송 감사합니다.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
644,wjd*******,2017.11.16,100%,고소하니 맛있게 잘 먹고 있어요~ 먹기 편해서 출출할때 맛있게 잘 먹고 있어요~,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
645,ppo*******,2017.11.07,100%,늘 시켜먹는 오리지널뉴 ~ 들고다니기도 넘 간편하고 좋아요 ^^,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
646,gga*******,2017.11.01,100%,간편하게 하루에 한개 좋아요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
647,pem*******,2017.10.17,100%,고소하고 맛도 괜찮아요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
648,bbo*******,2017.10.13,100%,우엉차 맛이써요. 아몬드도굿,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
649,sou*******,2017.10.13,100%,가격은 비싸지만 좋은 걸로만 구성되어 있어서 좋아요.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
650,eld*******,2017.10.11,100%,배송 빠르고 추석 선물로 준비했어요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
651,imo*******,2017.10.11,100%,내가 싫어하는 건과일이 없고 대체적으로 넛츠 퀄도 좋아 자주 구입해서 먹고있습니다.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
652,smi*******,2017.10.01,100%,조아요~~~~~~~~~~~~,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
653,roo*******,2017.09.27,100%,구성이 좋은거같아서 시켰어요 맛도 좋네요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
654,uki*******,2017.09.27,100%,"선물용으로 샀는데, 생각보다 커서 양이 많아보여요. 포장이 고급스러워서 좋네요.","오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
655,hak*******,2017.09.27,100%,사진 선물용이라 먹어보지못해 아쉽네요~후기 믿고 구입했어요~,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
656,jey*******,2017.09.27,100%,빠른 배송 너무나 감사합니다.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
657,coo*******,2017.09.25,100%,좋아요좋ㅇ아요좋ㅇ아요좋ㅇ아요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
658,sen*******,2017.09.20,100%,매번 구입해먹는 제품입니다..좋습니다.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
659,yal*******,2017.09.01,100%,맛있게 잘 먹고 있어요~,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
660,dic*******,2017.08.29,100%,빠르고 정확한 배송 감사합니다.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
661,jw1*******,2017.08.28,100%,좋아요.......,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
662,idl*******,2017.07.31,100%,"항상 먹는 견과류 입니다 
아몬드나 견과가 눅눅하지 않고 바삭바삭 맛있어요","오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
663,tae*******,2017.07.26,100%,맛있게 잘 먹었습니다,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
664,hey*******,2017.07.02,100%,항상 만족합니다. 계속 판매 해주세요.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
665,gr0*******,2017.06.29,100%,빠른배송 맛나고 좋네요^^,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
666,eun*******,2017.06.29,100%,"간식으로 딱이다.

조금 비싸지만 다양한 견과가 있어 좋다.

고급스런 패키지.","오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
667,hgn*******,2017.06.25,100%,괘안아요. 다른 견과보다 비싸네요.,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
668,egg*******,2017.06.22,100%,조금 비싸지만 그만큼 품질이 좋은것 같아요,"오리지널뉴(28gx30봉)  [아몬드,호두,피칸,캐슈넛,피스타치오]",[구매옵션] 닥터넛츠 N개월 패키지:1개월 패키지
